experiment_order,experiment_folder,experiment_name,task_id,difficulty,test_examples,correct_test_examples,example_accuracy,task_correct
0,0_output_grid,Direct Output Grid,025d127b,Easy,1,1,1.0,True
0,0_output_grid,Direct Output Grid,0a938d79,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,0b148d64,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,0d3d703e,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,150deff5,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,178fcbfb,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,1c786137,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,1f85a75f,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,1f876c06,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,22eb0ac0,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,253bf280,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,25ff71a9,Easy,2,2,1.0,True
0,0_output_grid,Direct Output Grid,28e73c20,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,39e1d7f9,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,3ac3eb23,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,444801d8,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,44d8ac46,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,48d8fb45,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,496994bd,Easy,1,1,1.0,True
0,0_output_grid,Direct Output Grid,4c5c2cf0,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,50cb2852,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,54d82841,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,5c0a986e,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,60b61512,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,623ea044,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,67a423a3,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,6cf79266,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,6e02f1e3,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,776ffc46,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,780d0b14,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,794b24be,Easy,2,2,1.0,True
0,0_output_grid,Direct Output Grid,7b6016b9,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,7ddcd7ec,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,88a10436,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,8eb1be9a,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,95990924,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,99fa7670,Easy,1,1,1.0,True
0,0_output_grid,Direct Output Grid,a740d043,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,b6afb2da,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,b782dc8a,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,b8cdaf2b,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,c0f76784,Easy,1,1,1.0,True
0,0_output_grid,Direct Output Grid,c1d99e64,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,c8f0f002,Easy,1,1,1.0,True
0,0_output_grid,Direct Output Grid,c909285e,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,c9f8e694,Easy,1,1,1.0,True
0,0_output_grid,Direct Output Grid,ce22a75a,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,d037b0a7,Easy,1,1,1.0,True
0,0_output_grid,Direct Output Grid,d07ae81c,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,d43fd935,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,d8c310e9,Easy,1,1,1.0,True
0,0_output_grid,Direct Output Grid,dae9d2b5,Easy,2,1,0.5,False
0,0_output_grid,Direct Output Grid,ddf7fa4f,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,e6721834,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,e73095fd,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,e8593010,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,e98196ab,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,ec883f72,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,f25ffba3,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,f5b8619d,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,f76d97a5,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,f8b3ba0a,Easy,1,0,0.0,False
0,0_output_grid,Direct Output Grid,0dfd9992,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,22168020,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,239be575,Medium,2,0,0.0,False
0,0_output_grid,Direct Output Grid,25d8a9c8,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,2c608aff,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,3bd67248,Medium,1,1,1.0,True
0,0_output_grid,Direct Output Grid,3de23699,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,46f33fce,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,4938f0c2,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,4be741c5,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,5daaa586,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,6773b310,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,72322fa7,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,7468f01a,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,7fe24cdd,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,97a05b5b,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,b0c4d837,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,b527c5c6,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,bc1d5164,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,d22278a0,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,e21d9049,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,ed36ccf7,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,f15e1fac,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,f25fbde4,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,fcc82909,Medium,1,0,0.0,False
0,0_output_grid,Direct Output Grid,3428a4f5,Hard,2,0,0.0,False
0,0_output_grid,Direct Output Grid,50846271,Hard,1,0,0.0,False
0,0_output_grid,Direct Output Grid,63613498,Hard,1,0,0.0,False
0,0_output_grid,Direct Output Grid,73251a56,Hard,1,0,0.0,False
0,0_output_grid,Direct Output Grid,80af3007,Hard,1,0,0.0,False
0,0_output_grid,Direct Output Grid,99b1bc43,Hard,1,0,0.0,False
0,0_output_grid,Direct Output Grid,b190f7f5,Hard,1,0,0.0,False
0,0_output_grid,Direct Output Grid,fafffa47,Hard,1,0,0.0,False
0,0_output_grid,Direct Output Grid,ff805c23,Hard,1,0,0.0,False
0,0_output_grid,Direct Output Grid,1f0c79e5,Expert,1,0,0.0,False
0,0_output_grid,Direct Output Grid,5c2c9af4,Expert,1,0,0.0,False
0,0_output_grid,Direct Output Grid,8f2ea7aa,Expert,1,0,0.0,False
0,0_output_grid,Direct Output Grid,e3497940,Expert,1,0,0.0,False
1,1_program_only,Program Only,025d127b,Easy,1,0,0.0,False
1,1_program_only,Program Only,0a938d79,Easy,1,0,0.0,False
1,1_program_only,Program Only,0b148d64,Easy,1,1,1.0,True
1,1_program_only,Program Only,0d3d703e,Easy,1,1,1.0,True
1,1_program_only,Program Only,150deff5,Easy,1,0,0.0,False
1,1_program_only,Program Only,178fcbfb,Easy,1,0,0.0,False
1,1_program_only,Program Only,1c786137,Easy,1,0,0.0,False
1,1_program_only,Program Only,1f85a75f,Easy,1,0,0.0,False
1,1_program_only,Program Only,1f876c06,Easy,1,1,1.0,True
1,1_program_only,Program Only,22eb0ac0,Easy,1,1,1.0,True
1,1_program_only,Program Only,253bf280,Easy,1,0,0.0,False
1,1_program_only,Program Only,25ff71a9,Easy,2,2,1.0,True
1,1_program_only,Program Only,28e73c20,Easy,1,0,0.0,False
1,1_program_only,Program Only,39e1d7f9,Easy,1,0,0.0,False
1,1_program_only,Program Only,3ac3eb23,Easy,1,0,0.0,False
1,1_program_only,Program Only,444801d8,Easy,1,0,0.0,False
1,1_program_only,Program Only,44d8ac46,Easy,1,0,0.0,False
1,1_program_only,Program Only,48d8fb45,Easy,1,0,0.0,False
1,1_program_only,Program Only,496994bd,Easy,1,1,1.0,True
1,1_program_only,Program Only,4c5c2cf0,Easy,1,0,0.0,False
1,1_program_only,Program Only,50cb2852,Easy,1,0,0.0,False
1,1_program_only,Program Only,54d82841,Easy,1,1,1.0,True
1,1_program_only,Program Only,5c0a986e,Easy,1,0,0.0,False
1,1_program_only,Program Only,60b61512,Easy,1,0,0.0,False
1,1_program_only,Program Only,623ea044,Easy,1,1,1.0,True
1,1_program_only,Program Only,67a423a3,Easy,1,0,0.0,False
1,1_program_only,Program Only,6cf79266,Easy,1,0,0.0,False
1,1_program_only,Program Only,6e02f1e3,Easy,1,1,1.0,True
1,1_program_only,Program Only,776ffc46,Easy,1,0,0.0,False
1,1_program_only,Program Only,780d0b14,Easy,1,0,0.0,False
1,1_program_only,Program Only,794b24be,Easy,2,2,1.0,True
1,1_program_only,Program Only,7b6016b9,Easy,1,0,0.0,False
1,1_program_only,Program Only,7ddcd7ec,Easy,1,0,0.0,False
1,1_program_only,Program Only,88a10436,Easy,1,0,0.0,False
1,1_program_only,Program Only,8eb1be9a,Easy,1,1,1.0,True
1,1_program_only,Program Only,95990924,Easy,1,1,1.0,True
1,1_program_only,Program Only,99fa7670,Easy,1,1,1.0,True
1,1_program_only,Program Only,a740d043,Easy,1,1,1.0,True
1,1_program_only,Program Only,b6afb2da,Easy,1,1,1.0,True
1,1_program_only,Program Only,b782dc8a,Easy,1,0,0.0,False
1,1_program_only,Program Only,b8cdaf2b,Easy,1,0,0.0,False
1,1_program_only,Program Only,c0f76784,Easy,1,1,1.0,True
1,1_program_only,Program Only,c1d99e64,Easy,1,0,0.0,False
1,1_program_only,Program Only,c8f0f002,Easy,1,1,1.0,True
1,1_program_only,Program Only,c909285e,Easy,1,0,0.0,False
1,1_program_only,Program Only,c9f8e694,Easy,1,1,1.0,True
1,1_program_only,Program Only,ce22a75a,Easy,1,1,1.0,True
1,1_program_only,Program Only,d037b0a7,Easy,1,1,1.0,True
1,1_program_only,Program Only,d07ae81c,Easy,1,0,0.0,False
1,1_program_only,Program Only,d43fd935,Easy,1,0,0.0,False
1,1_program_only,Program Only,d8c310e9,Easy,1,0,0.0,False
1,1_program_only,Program Only,dae9d2b5,Easy,2,2,1.0,True
1,1_program_only,Program Only,ddf7fa4f,Easy,1,0,0.0,False
1,1_program_only,Program Only,e6721834,Easy,1,0,0.0,False
1,1_program_only,Program Only,e73095fd,Easy,1,0,0.0,False
1,1_program_only,Program Only,e8593010,Easy,1,0,0.0,False
1,1_program_only,Program Only,e98196ab,Easy,1,1,1.0,True
1,1_program_only,Program Only,ec883f72,Easy,1,0,0.0,False
1,1_program_only,Program Only,f25ffba3,Easy,1,1,1.0,True
1,1_program_only,Program Only,f5b8619d,Easy,1,0,0.0,False
1,1_program_only,Program Only,f76d97a5,Easy,1,1,1.0,True
1,1_program_only,Program Only,f8b3ba0a,Easy,1,0,0.0,False
1,1_program_only,Program Only,0dfd9992,Medium,1,0,0.0,False
1,1_program_only,Program Only,22168020,Medium,1,1,1.0,True
1,1_program_only,Program Only,239be575,Medium,2,1,0.5,False
1,1_program_only,Program Only,25d8a9c8,Medium,1,1,1.0,True
1,1_program_only,Program Only,2c608aff,Medium,1,0,0.0,False
1,1_program_only,Program Only,3bd67248,Medium,1,1,1.0,True
1,1_program_only,Program Only,3de23699,Medium,1,0,0.0,False
1,1_program_only,Program Only,46f33fce,Medium,1,1,1.0,True
1,1_program_only,Program Only,4938f0c2,Medium,1,0,0.0,False
1,1_program_only,Program Only,4be741c5,Medium,1,0,0.0,False
1,1_program_only,Program Only,5daaa586,Medium,1,0,0.0,False
1,1_program_only,Program Only,6773b310,Medium,1,0,0.0,False
1,1_program_only,Program Only,72322fa7,Medium,1,0,0.0,False
1,1_program_only,Program Only,7468f01a,Medium,1,0,0.0,False
1,1_program_only,Program Only,7fe24cdd,Medium,1,1,1.0,True
1,1_program_only,Program Only,97a05b5b,Medium,1,0,0.0,False
1,1_program_only,Program Only,b0c4d837,Medium,1,0,0.0,False
1,1_program_only,Program Only,b527c5c6,Medium,1,0,0.0,False
1,1_program_only,Program Only,bc1d5164,Medium,1,0,0.0,False
1,1_program_only,Program Only,d22278a0,Medium,1,0,0.0,False
1,1_program_only,Program Only,e21d9049,Medium,1,0,0.0,False
1,1_program_only,Program Only,ed36ccf7,Medium,1,0,0.0,False
1,1_program_only,Program Only,f15e1fac,Medium,1,0,0.0,False
1,1_program_only,Program Only,f25fbde4,Medium,1,0,0.0,False
1,1_program_only,Program Only,fcc82909,Medium,1,0,0.0,False
1,1_program_only,Program Only,3428a4f5,Hard,2,0,0.0,False
1,1_program_only,Program Only,50846271,Hard,1,0,0.0,False
1,1_program_only,Program Only,63613498,Hard,1,0,0.0,False
1,1_program_only,Program Only,73251a56,Hard,1,0,0.0,False
1,1_program_only,Program Only,80af3007,Hard,1,0,0.0,False
1,1_program_only,Program Only,99b1bc43,Hard,1,1,1.0,True
1,1_program_only,Program Only,b190f7f5,Hard,1,0,0.0,False
1,1_program_only,Program Only,fafffa47,Hard,1,0,0.0,False
1,1_program_only,Program Only,ff805c23,Hard,1,0,0.0,False
1,1_program_only,Program Only,1f0c79e5,Expert,1,0,0.0,False
1,1_program_only,Program Only,5c2c9af4,Expert,1,0,0.0,False
1,1_program_only,Program Only,8f2ea7aa,Expert,1,0,0.0,False
1,1_program_only,Program Only,e3497940,Expert,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,025d127b,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,0a938d79,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,0b148d64,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,0d3d703e,Easy,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,150deff5,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,178fcbfb,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,1c786137,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,1f85a75f,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,1f876c06,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,22eb0ac0,Easy,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,253bf280,Easy,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,25ff71a9,Easy,2,2,1.0,True
2,2_hypo_program,Hypothesis + Program,28e73c20,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,39e1d7f9,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,3ac3eb23,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,444801d8,Easy,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,44d8ac46,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,48d8fb45,Easy,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,496994bd,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,4c5c2cf0,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,50cb2852,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,54d82841,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,5c0a986e,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,60b61512,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,623ea044,Easy,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,67a423a3,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,6cf79266,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,6e02f1e3,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,776ffc46,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,780d0b14,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,794b24be,Easy,2,0,0.0,False
2,2_hypo_program,Hypothesis + Program,7b6016b9,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,7ddcd7ec,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,88a10436,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,8eb1be9a,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,95990924,Easy,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,99fa7670,Easy,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,a740d043,Easy,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,b6afb2da,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,b782dc8a,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,b8cdaf2b,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,c0f76784,Easy,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,c1d99e64,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,c8f0f002,Easy,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,c909285e,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,c9f8e694,Easy,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,ce22a75a,Easy,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,d037b0a7,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,d07ae81c,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,d43fd935,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,d8c310e9,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,dae9d2b5,Easy,2,0,0.0,False
2,2_hypo_program,Hypothesis + Program,ddf7fa4f,Easy,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,e6721834,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,e73095fd,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,e8593010,Easy,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,e98196ab,Easy,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,ec883f72,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,f25ffba3,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,f5b8619d,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,f76d97a5,Easy,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,f8b3ba0a,Easy,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,0dfd9992,Medium,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,22168020,Medium,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,239be575,Medium,2,1,0.5,False
2,2_hypo_program,Hypothesis + Program,25d8a9c8,Medium,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,2c608aff,Medium,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,3bd67248,Medium,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,3de23699,Medium,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,46f33fce,Medium,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,4938f0c2,Medium,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,4be741c5,Medium,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,5daaa586,Medium,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,6773b310,Medium,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,72322fa7,Medium,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,7468f01a,Medium,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,7fe24cdd,Medium,1,1,1.0,True
2,2_hypo_program,Hypothesis + Program,97a05b5b,Medium,1,0,0.0,False
2,2_hypo_program,Hypothesis + Program,b0c4d837,Medium,1,0,0.0,False
